Country_AvgTemp_BKey,Year,Country,TotalEmissions,PerCapitaEmissions,ShareOfGlobalEmissions,AverageTemperature
Saudi Arabia||1981||26.070333333333338,1981,Saudi Arabia,175.30342,16.999944,0.930418,26.070333333333338
Saudi Arabia||1982||25.007166666666667,1982,Saudi Arabia,157.891437,14.368135,0.844296,25.007166666666667
Saudi Arabia||1983||25.149333333333335,1983,Saudi Arabia,160.83469,13.74538,0.852047,25.149333333333335
Saudi Arabia||1984||25.159583333333337,1984,Saudi Arabia,155.510244,12.521962,0.800517,25.159583333333337
Saudi Arabia||1985||25.445333333333338,1985,Saudi Arabia,172.418542,13.142659,0.857086,25.445333333333338
Saudi Arabia||1986||25.64775,1986,Saudi Arabia,204.600572,14.832577,1.002861,25.64775
Saudi Arabia||1987||26.316166666666664,1987,Saudi Arabia,190.443734,13.183146,0.904175,26.316166666666664
Saudi Arabia||1988||26.141833333333334,1988,Saudi Arabia,202.247675,13.420549,0.924943,26.141833333333334
Saudi Arabia||1989||25.479,1989,Saudi Arabia,203.419215,12.984758,0.916577,25.479
Saudi Arabia||1990||26.01875,1990,Saudi Arabia,185.485266,11.425728,0.817202,26.01875
Saudi Arabia||1991||25.77625,1991,Saudi Arabia,267.386176,15.941464,1.154042,25.77625
Saudi Arabia||1992||24.77125,1992,Saudi Arabia,285.074123,16.494481,1.270104,24.77125
Saudi Arabia||1993||25.741,1993,Saudi Arabia,313.327385,17.639328,1.381355,25.741
Saudi Arabia||1994||26.297583333333336,1994,Saudi Arabia,307.473248,16.881149,1.345982,26.297583333333336
Saudi Arabia||1995||25.989166666666662,1995,Saudi Arabia,234.711959,12.592519,1.005959,25.989166666666662
Saudi Arabia||1996||26.433000000000003,1996,Saudi Arabia,258.263647,13.568543,1.073824,26.433000000000003
Saudi Arabia||1997||25.867666666666665,1997,Saudi Arabia,215.796742,11.119531,0.892048,25.867666666666665
Saudi Arabia||1998||26.85375,1998,Saudi Arabia,207.230516,10.475182,0.859445,26.85375
Saudi Arabia||1999||26.940583333333333,1999,Saudi Arabia,225.976481,11.189724,0.924956,26.940583333333333
Saudi Arabia||2000||26.642916666666668,2000,Saudi Arabia,296.35333,14.341528,1.179795,26.642916666666668
Saudi Arabia||2001||26.769666666666662,2001,Saudi Arabia,296.574891,13.987402,1.170743,26.769666666666662
Saudi Arabia||2002||26.627333333333336,2002,Saudi Arabia,325.681177,14.936078,1.256913,26.627333333333336
Saudi Arabia||2003||26.816666666666663,2003,Saudi Arabia,326.517114,14.539659,1.201483,26.816666666666663
Saudi Arabia||2004||26.519,2004,Saudi Arabia,394.58489,17.05723,1.385945,26.519
Saudi Arabia||2005||26.495500000000003,2005,Saudi Arabia,395.85476,16.621379,1.345946,26.495500000000003
Saudi Arabia||2006||26.55858333333333,2006,Saudi Arabia,431.291968,17.605191,1.419912,26.55858333333333
Saudi Arabia||2007||26.68258333333333,2007,Saudi Arabia,386.507147,15.34672,1.235089,26.68258333333333
Saudi Arabia||2008||26.47775,2008,Saudi Arabia,432.33641,16.699618,1.353334,26.47775
Saudi Arabia||2009||26.82775,2009,Saudi Arabia,465.844309,17.493215,1.480553,26.82775
Saudi Arabia||2010||27.530083333333337,2010,Saudi Arabia,517.715947,18.880272,1.56259,27.530083333333337
Saudi Arabia||2011||26.63525,2011,Saudi Arabia,497.65901,17.605031,1.454736,26.63525
Saudi Arabia||2012||26.988916666666668,2012,Saudi Arabia,563.179493,19.316738,1.620194,26.988916666666668
Saudi Arabia||2013||27.74075,2013,Saudi Arabia,540.805232,17.995649,1.54572,27.74075
Senegal||1958||28.276833333333332,1958,Senegal,0.354814,0.116792,0.004218,28.276833333333332
Senegal||1959||27.935,1959,Senegal,0.387701,0.124223,0.004382,27.935
Senegal||1960||28.014166666666668,1960,Senegal,0.827381,0.257992,0.008863,28.014166666666668
Senegal||1961||28.028666666666663,1961,Senegal,0.812665,0.246636,0.008686,28.028666666666663
Senegal||1962||28.163,1962,Senegal,0.812665,0.239937,0.008389,28.163
Senegal||1963||28.248500000000003,1963,Senegal,0.860267,0.247061,0.008404,28.248500000000003
Senegal||1964||28.043333333333333,1964,Senegal,0.922496,0.25768,0.008566,28.043333333333333
Senegal||1965||27.591166666666663,1965,Senegal,1.692025,0.459415,0.015014,27.591166666666663
Senegal||1966||28.185083333333335,1966,Senegal,1.717643,0.453324,0.014564,28.185083333333335
Senegal||1967||27.585583333333332,1967,Senegal,0.699141,0.179267,0.005744,27.585583333333332
Senegal||1968||27.80275,1968,Senegal,-0.08141,-0.020282,-0.000634,27.80275
Senegal||1969||28.709333333333333,1969,Senegal,0.490144,0.118593,0.00358,28.709333333333333
Senegal||1970||28.572166666666664,1970,Senegal,1.307067,0.306967,0.008816,28.572166666666664
Senegal||1971||27.83241666666667,1971,Senegal,1.351035,0.307893,0.008758,27.83241666666667
Senegal||1972||28.205583333333333,1972,Senegal,1.453241,0.3213,0.009003,28.205583333333333
Senegal||1973||28.4645,1973,Senegal,1.548683,0.332264,0.00911,28.4645
Senegal||1974||27.5635,1974,Senegal,1.848983,0.385446,0.010924,27.5635
Senegal||1975||27.71183333333333,1975,Senegal,2.578,0.522921,0.015252,27.71183333333333
Senegal||1976||27.662833333333335,1976,Senegal,1.769696,0.34995,0.009942,27.662833333333335
Senegal||1977||28.543666666666667,1977,Senegal,2.237336,0.431751,0.012234,28.543666666666667
Senegal||1978||28.15433333333333,1978,Senegal,2.619597,0.493612,0.013817,28.15433333333333
Senegal||1979||28.636416666666666,1979,Senegal,2.888139,0.531006,0.014838,28.636416666666666
Senegal||1980||28.546666666666667,1980,Senegal,3.336441,0.597607,0.017225,28.546666666666667
Senegal||1981||28.49791666666667,1981,Senegal,3.279857,0.571404,0.017408,28.49791666666667
Senegal||1982||27.966416666666664,1982,Senegal,3.036573,0.513803,0.016238,27.966416666666664
Senegal||1983||29.0545,1983,Senegal,2.611411,0.428803,0.013834,29.0545
Senegal||1984||28.330250000000003,1984,Senegal,3.284168,0.523207,0.016906,28.330250000000003
Senegal||1985||28.273083333333332,1985,Senegal,2.650504,0.409597,0.013176,28.273083333333332
Senegal||1986||28.020666666666667,1986,Senegal,2.636446,0.39521,0.012923,28.020666666666667
Senegal||1987||28.8755,1987,Senegal,2.424574,0.352614,0.011511,28.8755
Senegal||1988||28.376583333333333,1988,Senegal,2.710809,0.382504,0.012397,28.376583333333333
Senegal||1989||28.275833333333335,1989,Senegal,3.661877,0.501352,0.0165,28.275833333333335
Senegal||1990||28.508,1990,Senegal,3.139035,0.417092,0.01383,28.508
Senegal||1991||28.490333333333336,1991,Senegal,3.377966,0.435529,0.014579,28.490333333333336
Senegal||1992||28.459833333333336,1992,Senegal,3.423448,0.428467,0.015253,28.459833333333336
Senegal||1993||28.646500000000003,1993,Senegal,3.537975,0.430044,0.015598,28.646500000000003
Senegal||1994||28.241083333333336,1994,Senegal,3.836718,0.453459,0.016795,28.241083333333336
Senegal||1995||28.556916666666663,1995,Senegal,3.428956,0.394586,0.014696,28.556916666666663
Senegal||1996||28.775666666666663,1996,Senegal,3.663244,0.411,0.015231,28.775666666666663
Senegal||1997||28.82133333333333,1997,Senegal,3.18231,0.348517,0.013155,28.82133333333333
Senegal||1998||29.25425,1998,Senegal,3.333111,0.356559,0.013823,29.25425
Senegal||1999||28.127333333333336,1999,Senegal,3.603572,0.376588,0.01475,28.127333333333336
Senegal||2000||28.526083333333332,2000,Senegal,3.900906,0.398133,0.01553,28.526083333333332
Senegal||2001||28.936333333333337,2001,Senegal,4.257692,0.424242,0.016807,28.936333333333337
Senegal||2002||28.978166666666667,2002,Senegal,4.436917,0.431439,0.017124,28.978166666666667
Senegal||2003||28.704166666666666,2003,Senegal,4.926349,0.467351,0.018127,28.704166666666666
Senegal||2004||28.852083333333336,2004,Senegal,5.237659,0.48452,0.018397,28.852083333333336
Senegal||2005||28.955083333333334,2005,Senegal,5.539578,0.499511,0.018835,28.955083333333334
Senegal||2006||28.630750000000003,2006,Senegal,4.421762,0.388487,0.014557,28.630750000000003
Senegal||2007||28.816833333333335,2007,Senegal,4.863285,0.416128,0.015541,28.816833333333335
Senegal||2008||28.796083333333332,2008,Senegal,4.739034,0.394755,0.014834,28.796083333333332
Senegal||2009||28.47375,2009,Senegal,4.713024,0.382085,0.014979,28.47375
Senegal||2010||29.302333333333333,2010,Senegal,7.280073,0.574229,0.021973,29.302333333333333
Senegal||2011||28.774916666666662,2011,Senegal,7.819325,0.599918,0.022857,28.774916666666662
Senegal||2012||28.635583333333333,2012,Senegal,7.362867,0.549386,0.021182,28.635583333333333
Senegal||2013||29.3015,2013,Senegal,7.853511,0.569838,0.022447,29.3015
Serbia||1885||10.060416666666669,1885,Serbia,0.012804,0.00337,0.001268,10.060416666666669
Serbia||1886||10.176,1886,Serbia,,,,10.176
Serbia||1887||9.660083333333334,1887,Serbia,,,,9.660083333333334
Serbia||1888||8.784166666666666,1888,Serbia,,,,8.784166666666666
Serbia||1889||9.225333333333332,1889,Serbia,,,,9.225333333333332
Serbia||1890||9.581,1890,Serbia,0.038412,0.009679,0.002958,9.581
Serbia||1891||9.32775,1891,Serbia,0.044813,0.011193,0.003298,9.32775
Serbia||1892||9.9535,1892,Serbia,0.049615,0.012285,0.003621,9.9535
Serbia||1893||8.789583333333333,1893,Serbia,0.088026,0.021605,0.006503,8.789583333333333
Serbia||1894||9.768916666666668,1894,Serbia,0.16805,0.040887,0.011996,9.768916666666668
Serbia||1895||9.561,1895,Serbia,0.16805,0.040531,0.011314,9.561
Serbia||1896||9.495333333333331,1896,Serbia,0.187256,0.044769,0.012209,9.495333333333331
Serbia||1897||9.63775,1897,Serbia,0.145644,0.034517,0.009067,9.63775
Serbia||1898||10.4365,1898,Serbia,0.220866,0.051888,0.013036,10.4365
Serbia||1899||9.8215,1899,Serbia,0.257677,0.060008,0.013922,9.8215
Serbia||1900||10.513083333333334,1900,Serbia,0.348905,0.080546,0.017859,10.513083333333334
Serbia||1901||9.714250000000002,1901,Serbia,0.380914,0.087169,0.018872,9.714250000000002
Serbia||1902||9.512916666666667,1902,Serbia,0.356907,0.080973,0.017242,9.512916666666667
Serbia||1903||10.18025,1903,Serbia,0.387316,0.087106,0.017148,10.18025
Serbia||1904||10.014583333333333,1904,Serbia,0.412924,0.092056,0.018089,10.014583333333333
Serbia||1905||9.72725,1905,Serbia,0.448134,0.099035,0.018433,9.72725
Serbia||1906||9.753416666666666,1906,Serbia,0.536161,0.117456,0.020991,9.753416666666666
Serbia||1907||9.590833333333334,1907,Serbia,0.545764,0.118539,0.018899,9.590833333333334
Serbia||1908||9.411583333333333,1908,Serbia,0.587376,0.126465,0.021134,9.411583333333333
Serbia||1909||9.724916666666669,1909,Serbia,0.603381,0.128778,0.020874,9.724916666666669
Serbia||1910||10.3465,1910,Serbia,0.596979,0.126302,0.019688,10.3465
Serbia||1911||10.112666666666668,1911,Serbia,0.646594,0.135613,0.020944,10.112666666666668
Serbia||1912||9.269833333333333,1912,Serbia,0.662599,0.137759,0.020492,9.269833333333333
Serbia||1913||9.598333333333334,1913,Serbia,1.819745,0.375039,0.052018,9.598333333333334
Serbia||1914||9.132583333333336,1914,Serbia,,,,9.132583333333336
Serbia||1915||9.981166666666669,1915,Serbia,,,,9.981166666666669
Serbia||1916||10.911583333333333,1916,Serbia,,,,10.911583333333333
Serbia||1917||9.93425,1917,Serbia,,,,9.93425
Serbia||1918||10.273583333333333,1918,Serbia,,,,10.273583333333333
Serbia||1919||9.584666666666667,1919,Serbia,1.304391,0.25505,0.043193,9.584666666666667
Serbia||1920||10.0385,1920,Serbia,1.731719,0.335643,0.049289,10.0385
Serbia||1921||10.068333333333332,1921,Serbia,1.843752,0.35423,0.059801,10.068333333333332
Serbia||1922||9.612,1922,Serbia,2.679203,0.510236,0.082839,9.612
Serbia||1923||10.90675,1923,Serbia,2.922476,0.551694,0.079618,10.90675
Serbia||1924||9.489583333333332,1924,Serbia,2.996098,0.560642,0.08135,9.489583333333332
Serbia||1925||10.137583333333334,1925,Serbia,3.288985,0.610062,0.088657,10.137583333333334
Serbia||1926||10.66975,1926,Serbia,3.20256,0.588833,0.087929,10.66975
Serbia||1927||10.901416666666668,1927,Serbia,3.618684,0.65952,0.090959,10.901416666666668
Serbia||1928||10.18475,1928,Serbia,4.116817,0.74374,0.103969,10.18475
Serbia||1929||9.107333333333331,1929,Serbia,4.482943,0.802796,0.105427,9.107333333333331
Serbia||1930||10.823416666666668,1930,Serbia,4.218864,0.748893,0.107641,10.823416666666668
Serbia||1931||9.84625,1931,Serbia,3.906161,0.687317,0.11151,9.84625
Serbia||1932||9.63725,1932,Serbia,3.560264,0.620971,0.112743,9.63725
Serbia||1933||8.9825,1933,Serbia,3.29445,0.569579,0.099082,8.9825
Serbia||1934||11.063249999999998,1934,Serbia,3.429053,0.587663,0.094822,11.063249999999998
Serbia||1935||10.14875,1935,Serbia,3.590048,0.609869,0.094613,10.14875
Serbia||1936||10.715166666666669,1936,Serbia,3.539283,0.595983,0.084904,10.715166666666669
Serbia||1937||10.715333333333334,1937,Serbia,3.942393,0.658053,0.088461,10.715333333333334
Serbia||1938||10.034166666666666,1938,Serbia,3.734937,0.617969,0.089064,10.034166666666666
Serbia||1939||10.536583333333336,1939,Serbia,3.91859,0.642681,0.08834,10.536583333333336
Serbia||1940||8.5015,1940,Serbia,4.500548,0.731667,0.092851,8.5015
Serbia||1941||9.199083333333332,1941,Serbia,,,,9.199083333333332
Serbia||1942||9.3915,1942,Serbia,,,,9.3915
Serbia||1943||10.564666666666666,1943,Serbia,0.163717,0.025923,0.003262,10.564666666666666
Serbia||1944||9.8175,1944,Serbia,0.040012,0.00628,0.000784,9.8175
Serbia||1945||10.202333333333334,1945,Serbia,2.275387,0.35401,0.053654,10.202333333333334
Serbia||1946||10.873083333333334,1946,Serbia,4.498999,0.693839,0.097177,10.873083333333334
Serbia||1947||10.580333333333334,1947,Serbia,6.26319,0.95746,0.122187,10.580333333333334
Serbia||1948||10.270833333333334,1948,Serbia,7.0583,1.069566,0.130794,10.270833333333334
Serbia||1949||10.0985,1949,Serbia,8.062618,1.21106,0.153888,10.0985
Serbia||1950||11.216416666666667,1950,Serbia,7.745665,1.150574,0.12913,11.216416666666667
Serbia||1951||11.271,1951,Serbia,7.332243,1.069932,0.115038,11.271
Serbia||1952||10.98625,1952,Serbia,7.363797,1.057561,0.113988,10.98625
Serbia||1953||10.08475,1953,Serbia,7.312565,1.035334,0.110099,10.08475
Serbia||1954||9.41125,1954,Serbia,8.721904,1.219335,0.128548,9.41125
Serbia||1955||10.234416666666666,1955,Serbia,9.987744,1.380476,0.134297,10.234416666666666
Serbia||1956||9.0815,1956,Serbia,11.416878,1.56203,0.144191,9.0815
Serbia||1957||10.486,1957,Serbia,12.400161,1.680922,0.151603,10.486
Serbia||1958||10.701833333333331,1958,Serbia,12.220851,1.642588,0.145277,10.701833333333331
Serbia||1959||9.9205,1959,Serbia,14.009229,1.868146,0.158323,9.9205
Serbia||1960||10.634833333333336,1960,Serbia,15.302514,2.024946,0.163928,10.634833333333336
Serbia||1961||10.804166666666667,1961,Serbia,16.038207,2.106687,0.171422,10.804166666666667
Serbia||1962||9.990833333333336,1962,Serbia,16.459209,2.14592,0.169901,9.990833333333336
Serbia||1963||9.99875,1963,Serbia,18.310805,2.370331,0.178886,9.99875
Serbia||1964||9.692666666666666,1964,Serbia,20.743848,2.665962,0.192615,9.692666666666666
Serbia||1965||9.712166666666668,1965,Serbia,21.343699,2.724148,0.189397,9.712166666666668
Serbia||1966||10.824750000000002,1966,Serbia,21.15188,2.681186,0.179347,10.824750000000002
Serbia||1967||10.316166666666666,1967,Serbia,21.366863,2.690024,0.175548,10.316166666666666
Serbia||1968||10.440583333333333,1968,Serbia,22.855902,2.857702,0.178061,10.440583333333333
Serbia||1969||9.765333333333334,1969,Serbia,23.69881,2.941394,0.173087,9.765333333333334
Serbia||1970||10.0585,1970,Serbia,30.961969,3.81305,0.208823,10.0585
Serbia||1971||10.123583333333334,1971,Serbia,33.362521,4.074563,0.216277,10.123583333333334
Serbia||1972||10.319083333333332,1972,Serbia,31.268698,3.785098,0.193703,10.319083333333332
Serbia||1973||9.758416666666667,1973,Serbia,37.342028,4.479073,0.21965,9.758416666666667
Serbia||1974||10.270333333333337,1974,Serbia,37.494317,4.455123,0.221521,10.270333333333337
Serbia||1975||10.440166666666666,1975,Serbia,39.110566,4.602868,0.231383,10.440166666666666
Serbia||1976||9.385916666666668,1976,Serbia,40.354125,4.703278,0.226712,9.385916666666668
Serbia||1977||10.627583333333334,1977,Serbia,39.228339,4.528263,0.214504,10.627583333333334
Serbia||1978||9.541916666666667,1978,Serbia,43.820914,5.009822,0.231137,9.541916666666667
Serbia||1979||10.486166666666668,1979,Serbia,47.64762,5.396718,0.244796,10.486166666666668
Serbia||1980||9.355583333333334,1980,Serbia,46.832957,5.257404,0.241788,9.355583333333334
Serbia||1981||10.114666666666666,1981,Serbia,50.962374,5.671939,0.270481,10.114666666666666
Serbia||1982||10.314,1982,Serbia,46.792908,5.165921,0.250217,10.314
Serbia||1983||10.431083333333332,1983,Serbia,50.383026,5.519613,0.266912,10.431083333333332
Serbia||1984||9.98125,1984,Serbia,53.129194,5.77931,0.273492,9.98125
Serbia||1985||9.664416666666666,1985,Serbia,54.187611,5.856221,0.269365,9.664416666666666
Serbia||1986||10.14875,1986,Serbia,56.579213,6.079864,0.277326,10.14875
Serbia||1987||10.204916666666668,1987,Serbia,55.223064,5.904947,0.262184,10.204916666666668
Serbia||1988||10.476166666666666,1988,Serbia,56.973843,6.062982,0.260559,10.476166666666666
Serbia||1989||10.607416666666667,1989,Serbia,56.792336,6.009135,0.255898,10.607416666666667
Serbia||1990||11.196083333333334,1990,Serbia,56.448354,5.930695,0.248697,11.196083333333334
Serbia||1991||9.747083333333334,1991,Serbia,39.983587,4.163656,0.17257,9.747083333333334
Serbia||1992||10.975583333333336,1992,Serbia,43.684259,4.503068,0.194628,10.975583333333336
Serbia||1993||10.414416666666666,1993,Serbia,38.095731,3.889304,0.167951,10.414416666666666
Serbia||1994||11.682250000000002,1994,Serbia,37.040113,3.755842,0.162145,11.682250000000002
Serbia||1995||10.276166666666668,1995,Serbia,39.140834,3.96002,0.167755,10.276166666666668
Serbia||1996||9.824916666666669,1996,Serbia,45.824661,4.649418,0.190532,9.824916666666669
Serbia||1997||9.984,1997,Serbia,49.264636,5.03471,0.203647,9.984
Serbia||1998||10.568333333333332,1998,Serbia,51.882062,5.35695,0.21517,10.568333333333332
Serbia||1999||10.91725,1999,Serbia,35.790747,3.735596,0.146497,10.91725
Serbia||2000||11.791,2000,Serbia,44.950193,4.737584,0.178949,11.791
Serbia||2001||10.913166666666667,2001,Serbia,49.266134,5.234952,0.19448,10.913166666666667
Serbia||2002||11.413416666666668,2002,Serbia,52.147001,5.579606,0.201253,11.413416666666668
Serbia||2003||10.7955,2003,Serbia,55.715981,5.996124,0.205018,10.7955
Serbia||2004||10.6165,2004,Serbia,60.21204,6.514339,0.21149,10.6165
Serbia||2005||9.922583333333334,2005,Serbia,51.634114,5.616066,0.175561,9.922583333333334
Serbia||2006||10.574166666666668,2006,Serbia,60.861369,6.654425,0.20037,10.574166666666668
Serbia||2007||11.745916666666666,2007,Serbia,59.630236,6.552053,0.190549,11.745916666666666
Serbia||2008||11.666333333333334,2008,Serbia,51.680093,5.704205,0.161773,11.666333333333334
Serbia||2009||11.412166666666666,2009,Serbia,45.858221,5.08237,0.145747,11.412166666666666
Serbia||2010||10.9925,2010,Serbia,45.696426,5.082463,0.137923,10.9925
Serbia||2011||10.823,2011,Serbia,48.95708,5.461522,0.143109,10.823
Serbia||2012||11.45175,2012,Serbia,43.724476,4.890881,0.12579,11.45175
Serbia||2013||12.843625,2013,Serbia,44.545828,4.994487,0.12732,12.843625
Seychelles||1963||26.770666666666667,1963,Seychelles,0.007328,0.162844,7.2e-05,26.770666666666667
Seychelles||1964||26.73483333333333,1964,Seychelles,0.007328,0.159304,6.8e-05,26.73483333333333
Seychelles||1965||26.5825,1965,Seychelles,0.007328,0.155915,6.5e-05,26.5825
Seychelles||1966||26.947999999999997,1966,Seychelles,0.007328,0.152667,6.2e-05,26.947999999999997
Seychelles||1967||26.915166666666668,1967,Seychelles,0.007328,0.149551,6e-05,26.915166666666668
Seychelles||1968||26.655333333333335,1968,Seychelles,0.007328,0.14656,5.7e-05,26.655333333333335
Seychelles||1969||27.08758333333333,1969,Seychelles,0.007328,0.143686,5.4e-05,27.08758333333333
Seychelles||1970||27.0745,1970,Seychelles,0.029312,0.563692,0.000198,27.0745
Seychelles||1971||26.520166666666668,1971,Seychelles,0.032976,0.610667,0.000214,26.520166666666668
Seychelles||1972||26.87975,1972,Seychelles,0.043968,0.799418,0.000272,26.87975
Seychelles||1973||27.17125,1973,Seychelles,0.047632,0.835649,0.00028,27.17125
Seychelles||1974||26.535,1974,Seychelles,0.05496,0.947586,0.000325,26.535
Seychelles||1975||26.603416666666664,1975,Seychelles,0.058624,0.977067,0.000347,26.603416666666664
Seychelles||1976||26.669833333333333,1976,Seychelles,0.080608,1.321443,0.000453,26.669833333333333
Seychelles||1977||26.965166666666665,1977,Seychelles,0.084272,1.359226,0.000461,26.965166666666665
Seychelles||1978||27.120833333333337,1978,Seychelles,0.076944,1.20225,0.000406,27.120833333333337
Seychelles||1979||26.97275,1979,Seychelles,0.120912,1.860185,0.000621,26.97275
Seychelles||1980||27.03725,1980,Seychelles,0.095264,1.443394,0.000492,27.03725
Seychelles||1981||26.978083333333338,1981,Seychelles,0.098928,1.476537,0.000525,26.978083333333338
Seychelles||1982||27.194666666666667,1982,Seychelles,0.084272,1.239294,0.000451,27.194666666666667
Seychelles||1983||27.32166666666667,1983,Seychelles,0.098928,1.433739,0.000524,27.32166666666667
Seychelles||1984||26.624,1984,Seychelles,0.098928,1.433739,0.000509,26.624
Seychelles||1985||26.741583333333335,1985,Seychelles,0.150224,2.146057,0.000747,26.741583333333335
Seychelles||1986||27.077166666666667,1986,Seychelles,0.16488,2.355429,0.000808,27.077166666666667
Seychelles||1987||27.422833333333333,1987,Seychelles,0.20152,2.878857,0.000957,27.422833333333333
Seychelles||1988||27.26325,1988,Seychelles,0.197856,2.826514,0.000905,27.26325
Seychelles||1989||26.9445,1989,Seychelles,0.234496,3.349943,0.001057,26.9445
Seychelles||1990||27.220083333333335,1990,Seychelles,0.150224,2.115831,0.000662,27.220083333333335
Seychelles||1991||27.329666666666668,1991,Seychelles,0.172208,2.425465,0.000743,27.329666666666668
Seychelles||1992||26.953166666666664,1992,Seychelles,0.172208,2.359014,0.000767,26.953166666666664
Seychelles||1993||26.964583333333337,1993,Seychelles,0.1832,2.475676,0.000808,26.964583333333337
Seychelles||1994||27.301833333333335,1994,Seychelles,0.20152,2.686933,0.000882,27.301833333333335
Seychelles||1995||27.297749999999997,1995,Seychelles,0.197856,2.569558,0.000848,27.297749999999997
Seychelles||1996||26.91175,1996,Seychelles,0.234496,3.006359,0.000975,26.91175
Seychelles||1997||27.36791666666667,1997,Seychelles,0.340752,4.368615,0.001409,27.36791666666667
Seychelles||1998||27.654416666666663,1998,Seychelles,0.432352,5.47281,0.001793,27.654416666666663
Seychelles||1999||27.136833333333332,1999,Seychelles,0.509296,6.3662,0.002085,27.136833333333332
Seychelles||2000||27.17925,2000,Seychelles,0.571584,7.056593,0.002276,27.17925
Seychelles||2001||27.467833333333335,2001,Seychelles,0.633872,7.730146,0.002502,27.467833333333335
Seychelles||2002||27.53108333333333,2002,Seychelles,0.538608,6.412,0.002079,27.53108333333333
Seychelles||2003||27.68541666666667,2003,Seychelles,0.5496,6.390698,0.002022,27.68541666666667
Seychelles||2004||27.25775,2004,Seychelles,0.736464,8.465103,0.002587,27.25775
Seychelles||2005||27.468416666666663,2005,Seychelles,0.688832,7.739685,0.002342,27.468416666666663
Seychelles||2006||27.470166666666668,2006,Seychelles,0.7328,8.142222,0.002413,27.470166666666668
Seychelles||2007||27.71258333333333,2007,Seychelles,0.6412,7.124444,0.002049,27.71258333333333
Seychelles||2008||27.376833333333337,2008,Seychelles,0.692496,7.6944,0.002168,27.376833333333337
Seychelles||2009||27.741250000000004,2009,Seychelles,0.523952,5.757714,0.001665,27.741250000000004
Seychelles||2010||27.744833333333332,2010,Seychelles,0.443344,4.871912,0.001338,27.744833333333332
Seychelles||2011||27.73166666666667,2011,Seychelles,0.326096,3.544522,0.000953,27.73166666666667
Seychelles||2012||27.772583333333333,2012,Seychelles,0.42136,4.530753,0.001212,27.772583333333333
Seychelles||2013||27.451625,2013,Seychelles,0.32976,3.545806,0.000943,27.451625
Sierra Leone||1950||25.940583333333336,1950,Sierra Leone,0.157552,0.077194,0.002627,25.940583333333336
Sierra Leone||1951||26.056416666666667,1951,Sierra Leone,0.095264,0.046155,0.001495,26.056416666666667
Sierra Leone||1952||26.176583333333337,1952,Sierra Leone,0.179536,0.085985,0.002779,26.176583333333337
Sierra Leone||1953||26.255750000000003,1953,Sierra Leone,0.168544,0.079765,0.002538,26.255750000000003
Sierra Leone||1954||25.813,1954,Sierra Leone,0.124576,0.05824,0.001836,25.813
Sierra Leone||1955||25.89125,1955,Sierra Leone,0.1832,0.08458,0.002463,25.89125
Sierra Leone||1956||25.80316666666667,1956,Sierra Leone,0.179536,0.08183,0.002267,25.80316666666667
Sierra Leone||1957||26.11791666666667,1957,Sierra Leone,0.388384,0.174712,0.004748,26.11791666666667
Sierra Leone||1958||26.200916666666668,1958,Sierra Leone,0.208848,0.092698,0.002483,26.200916666666668
Sierra Leone||1959||26.16575,1959,Sierra Leone,0.234496,0.102669,0.00265,26.16575
Sierra Leone||1960||26.269500000000004,1960,Sierra Leone,0.71448,0.308231,0.007654,26.269500000000004
Sierra Leone||1961||26.108083333333337,1961,Sierra Leone,0.289456,0.123068,0.003094,26.108083333333337
Sierra Leone||1962||26.04008333333333,1962,Sierra Leone,0.326096,0.136499,0.003366,26.04008333333333
Sierra Leone||1963||26.354416666666665,1963,Sierra Leone,0.370064,0.152478,0.003615,26.354416666666665
Sierra Leone||1964||26.03425,1964,Sierra Leone,0.304112,0.123272,0.002824,26.03425
Sierra Leone||1965||25.896083333333333,1965,Sierra Leone,0.282128,0.112491,0.002504,25.896083333333333
Sierra Leone||1966||26.171000000000003,1966,Sierra Leone,0.300448,0.11773,0.002548,26.171000000000003
Sierra Leone||1967||25.976,1967,Sierra Leone,0.252816,0.097349,0.002077,25.976
Sierra Leone||1968||26.16616666666667,1968,Sierra Leone,0.362736,0.137192,0.002826,26.16616666666667
Sierra Leone||1969||26.43766666666667,1969,Sierra Leone,1.084544,0.402727,0.007921,26.43766666666667
Sierra Leone||1970||26.404583333333335,1970,Sierra Leone,0.857376,0.312341,0.005783,26.404583333333335
Sierra Leone||1971||25.934166666666663,1971,Sierra Leone,0.802416,0.28668,0.005202,25.934166666666663
Sierra Leone||1972||26.28933333333333,1972,Sierra Leone,0.67784,0.237422,0.004199,26.28933333333333
Sierra Leone||1973||26.65625,1973,Sierra Leone,0.538608,0.184898,0.003168,26.65625
Sierra Leone||1974||26.15,1974,Sierra Leone,0.520288,0.174946,0.003074,26.15
Sierra Leone||1975||26.041583333333335,1975,Sierra Leone,0.523952,0.172523,0.0031,26.041583333333335
Sierra Leone||1976||25.845250000000004,1976,Sierra Leone,0.450672,0.145238,0.002532,25.845250000000004
Sierra Leone||1977||26.378333333333337,1977,Sierra Leone,0.51296,0.161766,0.002805,26.378333333333337
Sierra Leone||1978||26.26816666666667,1978,Sierra Leone,0.710816,0.21932,0.003749,26.26816666666667
Sierra Leone||1979||26.554166666666664,1979,Sierra Leone,0.67784,0.204538,0.003482,26.554166666666664
